GF_ID,Year_approx,Year_exact,Month,Day,Lake_name,Glacier_name,GL_ID,LakeDB_ID,G_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Impact_type,Lake_type,Transboundary,Repeat,Region_RGI,Region_HiMAP,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Area,Volume,Discharge_water,Discharge_solid,Impact,Lives_total,Lives_male,Lives_female,Lives_disabilities,Injured_total,Injured_male,Injured_female,Injured_disabilities,Displaced_total,Displaced_male,Displaced_female,Displaced_disabilities,Livestock,Residential_destroyed,Commerical_destroyed,Residential_damaged,Commerical_damaged,Infra,Agricultural,Hydropower,Econ_damage,Ref_scientific,Ref_other,Remarks
GF075474E36344N_18,1959,1959,8,21,Khurdopin ,Khurdopin ,ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.463012,74.901382,2450,Observation,Ice dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,surging glacier,unknown,englacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Finsterwalder, 1960; Kreutzmann, 1994; Iturrizaga, 2005b)",,"damage to irrigation channel at Nomal, amage occurred in Shimshal valley and Pasu village, located 50 km down the valley on the glacio-alluvial fan of the Pasu Glacier"
GF075474E36344N_19,1959,1959,8,23,Khurdopin ,Khurdopin ,ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,NA,NA,NA,NA,Ice dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,surging glacier,unknown,englacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Iturrizaga, 2005b)",,
GF075474E36344N_20,1960,1960,NA,NA,Khurdopin ,Khurdopin ,ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.463012,74.901382,2450,Observation,Ice dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,surging glacier,unknown,englacial tunnel,,,,,,,,,,,,,,,,,,,,,,,"Damage to bridges at Passu, Loss of farms and terraces at Shimshal",,,,"(Kreutzmann, 1994; Iturrizaga, 2005b)",,
GF075474E36344N_21,1961,1961,NA,NA,Khurdopin ,Khurdopin ,ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.439939,75.311226,3062,Observation,Ice dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,surging glacier,unknown,englacial tunnel,,,,,,,,,,,,,,,,,,,,,,,Loss of farms and terraces at Shimshal,,,,"(Kreutzmann, 1994; Iturrizaga, 2005b)",,
GF075474E36344N_22,1962,1962,NA,NA,Khurdopin ,Khurdopin ,ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.463012,74.901382,2450,Observation,Ice dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,surging glacier,unknown,englacial tunnel,,,,,,,,,,,,,,,,,,,,,,,"Damage to bridges at Passu, Loss of farms and terraces at Shimshal",,,,"(Kreutzmann, 1994; Iturrizaga, 2005b)",,
GF075474E36344N_23,1963,1963,NA,NA,Khurdopin ,Khurdopin ,ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.439939,75.311226,3062,Observation,Ice dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,surging glacier,unknown,englacial tunnel,,,,,,,,,,,,,,,,,,,,,,,Loss of farms and terraces at Shimshal,,,,"(Kreutzmann, 1994; Iturrizaga, 2005b)",,
GF075474E36344N_24,1964,1964,NA,NA,Khurdopin ,Khurdopin ,ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.439939,75.311226,3062,Observation,Ice dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,surging glacier,unknown,englacial tunnel,,,,,,,,,,,,,,,,,,,,,,,Loss of farms and terraces at Shimshal,,,,"(Kreutzmann, 1994; Iturrizaga, 2005b)",,
GF075474E36344N_25,1978,1978,NA,NA,Khurdopin ,Khurdopin ,ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,36.463012,74.901382,2450,Observation,Ice dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,surging glacier,unknown,englacial tunnel,,,,,,,,,,,,,,,,,,,,,,,Damage to terrace at Pasu,,,,"(Goudie, 1984; Kreutzmann, 1994; Iturrizaga, 2005b)",,
GF075474E36344N_26,1980,1980,6,28,Khurdopin ,Khurdopin ,ephemeral,NA,G075438E36192N,36.344239,75.474953,3482,NA,NA,NA,NA,Ice dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Gilgit,surging glacier,unknown,englacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Iturrizaga, 2005b; Carrivick and Tweed, 2016)",,
GF075474E36344N_27,1996,1996,NA,NA,Khurdopin ,Khurdopin ,ephemeral,NA,G075206E36338N,36.344239,75.474953,3482,NA,NA,NA,NA,Ice dammed,N,Y,14-02,9,Pakistan,Gilgit - Baltistan,Hunza,surging glacier,unknown,englacial tunnel,,,,,,,,,,,,,,,,,,,,,,,,,,,"(Bazai et al., 2021)",,
